,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
391,,,,,,,,,"[(501.64544677734375, 164.8263702392578), (494.4790954589844, 164.8263702392578)]","[(501.64544677734375, 164.8263702392578), (495.6734619140625, 164.22915649414062)]",,,,,
392,,,,,,,,,"[(426.3986511230469, 136.16090393066406), (419.2322692871094, 136.16090393066406)]","[(426.3986511230469, 139.7440948486328), (419.2322692871094, 139.7440948486328)]","[(426.3986511230469, 136.16090393066406), (415.64910888671875, 136.16090393066406)]","[(422.8154602050781, 132.57772827148438), (404.8995361328125, 132.57772827148438)]","[(419.2322692871094, 128.9945526123047), (408.48272705078125, 128.9945526123047)]",,
393,,,,,,,,,,"[(327.0, 252.0), (301.0, 252.0)]","[(309.0, 258.0), (280.0, 257.0)]","[(288.0, 262.0), (257.0, 260.0)]","[(262.0, 266.0), (230.0, 265.0)]",,
394,,,,,,,,,,"[(554.0, 175.0), (550.0, 175.0)]","[(554.0, 174.0), (550.0, 174.0)]","[(554.0, 172.0), (550.0, 171.0)]","[(554.0, 168.0), (550.0, 167.0)]","[(554.0, 166.0), (550.0, 166.0)]",
395,,,,,,,,,,"[(309.0, 162.0), (291.0, 162.0)]","[(296.0, 161.0), (276.0, 161.0)]",,,,
396,,,,,,,,,,"[(518.0, 159.0), (512.0, 159.0)]","[(517.0, 158.0), (511.0, 156.0)]",,,,
397,,,,,,,,,,"[(788.0, 144.0), (774.0, 145.0)]","[(796.0, 142.0), (780.0, 142.0)]",,,,
398,,,,,,,,,,"[(320.4000244140625, 244.8000030517578), (291.0, 245.0)]","[(301.20001220703125, 249.60000610351562), (272.4000244140625, 249.60000610351562)]","[(278.4000244140625, 253.20001220703125), (248.40000915527344, 253.20001220703125)]",,,
399,,,,,,,,,,"[(314.4000244140625, 247.20001220703125), (288.0, 247.20001220703125)]","[(290.8800048828125, 253.44000244140625), (262.08001708984375, 253.44000244140625)]",,,,
400,,,,,,,,,,"[(326.4000244140625, 252.00001525878906), (300.0, 250.8000030517578)]","[(308.4000244140625, 256.8000183105469), (279.6000061035156, 255.60000610351562)]",,,,
401,,,,,,,,,,"[(370.8000183105469, 122.4000015258789), (361.20001220703125, 122.4000015258789)]","[(366.0, 121.20000457763672), (355.20001220703125, 121.20000457763672)]","[(360.0, 117.60000610351562), (350.4000244140625, 117.60000610351562)]",,,
402,,,,,,,,,,"[(786.0000610351562, 106.80000305175781), (772.0, 108.0)]","[(793.4400024414062, 103.68000793457031), (777.60009765625, 103.68000793457031)]",,,,
403,,,,,,,,,,"[(361.20001220703125, 124.80000305175781), (350.4000244140625, 123.60000610351562)]","[(355.20001220703125, 121.20000457763672), (344.4000244140625, 121.20000457763672)]","[(349.20001220703125, 118.80000305175781), (339.6000061035156, 120.00000762939453)]",,,
404,,,,,,,,,,"[(308.4000244140625, 162.0), (289.20001220703125, 162.0)]","[(295.20001220703125, 160.8000030517578), (276.0, 161.0)]",,,,
405,,,,,,,,,,"[(441.6000061035156, 158.40000915527344), (433.20001220703125, 157.20001220703125)]","[(439.20001220703125, 156.0), (430.8000183105469, 156.0)]","[(435.6000061035156, 153.60000610351562), (427.20001220703125, 153.60000610351562)]","[(432.0000305175781, 150.0), (423.6000061035156, 150.0)]","[(429.6000061035156, 147.60000610351562), (420.0000305175781, 147.60000610351562)]",
406,,,,,,,,,,"[(427.20001220703125, 156.0), (417.6000061035156, 156.0)]","[(423.6000061035156, 154.8000030517578), (414.0000305175781, 154.8000030517578)]",,,,
407,,,,,,,,,,"[(675.6000366210938, 61.20000076293945), (656.6400756835938, 62.2080078125)]","[(679.6800537109375, 53.28000259399414), (658.3680419921875, 53.5680046081543)]",,,,
408,,,,,,,,,,"[(672.4800415039062, 145.44000244140625), (666.7200317382812, 145.44000244140625)]","[(673.9200439453125, 144.0), (668.1600341796875, 144.0)]",,,,
409,,,,,,,,,,"[(324.0, 254.8800048828125), (298.08001708984375, 254.8800048828125)]","[(305.2799987792969, 260.6400146484375), (276.4800109863281, 259.20001220703125)]",,,,
410,,,,,,,,,,"[(750.2400512695312, 108.00000762939453), (731.52001953125, 108.00000762939453)]","[(758.8800048828125, 105.12000274658203), (738.7200317382812, 105.12000274658203)]",,,,
411,,,,,,,,,,"[(764.6400146484375, 133.9199981689453), (744.0, 133.20001220703125)]","[(771.8400268554688, 131.04000854492188), (751.6800537109375, 131.04000854492188)]",,,,
412,,,,,,,,,,"[(308.1600036621094, 162.72000122070312), (289.20001220703125, 162.0)]","[(293.760009765625, 161.27999877929688), (276.0, 161.0)]",,,,
413,,,,,,,,,,"[(557.280029296875, 184.32000732421875), (551.52001953125, 184.32000732421875)]","[(557.280029296875, 182.8800048828125), (551.2320556640625, 183.1680145263672)]","[(557.280029296875, 180.0), (552.9600219726562, 180.0)]",,,
414,,,,,,,,,,"[(554.4000244140625, 156.9600067138672), (550.0800170898438, 156.9600067138672)]","[(554.4000244140625, 155.52000427246094), (550.0800170898438, 155.52000427246094)]","[(554.4000244140625, 152.63999938964844), (550.800048828125, 151.20001220703125)]",,,
415,,,,,,,,,,"[(187.20001220703125, 167.04000854492188), (167.04000854492188, 167.04000854492188)]","[(167.04000854492188, 165.60000610351562), (145.44000244140625, 165.60000610351562)]",,,,
416,,,,,,,,,,"[(298.94403076171875, 57.02400588989258), (283.39202880859375, 58.75200653076172)]","[(286.8480224609375, 53.5680046081543), (271.2960205078125, 53.5680046081543)]",,,,
417,,,,,,,,,,"[(440.6400451660156, 122.6880111694336), (432.0000305175781, 122.6880111694336)]","[(437.1840515136719, 120.96001434326172), (428.5440368652344, 120.96001434326172)]","[(435.4560546875, 117.50401306152344), (425.08807373046875, 116.12161254882812)]","[(432.0000305175781, 112.32000732421875), (423.01446533203125, 111.97441864013672)]",,
418,,,,,,,,,,"[(508.03204345703125, 198.7200164794922), (497.6640625, 196.9920196533203)]","[(506.3040466308594, 196.9920196533203), (497.6640625, 196.9920196533203)]",,,,
419,,,,,,,,,,"[(361.15203857421875, 124.416015625), (351.3600158691406, 123.84000396728516)]","[(355.9680480957031, 122.6880111694336), (345.60003662109375, 122.6880111694336)]",,,,
420,,,,,,,,,,"[(126.48961639404297, 182.47682189941406), (104.50946807861328, 181.64739990234375)]","[(99.5328140258789, 182.47682189941406), (76.72321319580078, 182.47682189941406)]",,,,
421,,,,,,,,,,"[(555.724853515625, 182.47682189941406), (549.5040893554688, 182.47682189941406)]","[(555.724853515625, 182.47682189941406), (549.5040893554688, 182.47682189941406)]","[(555.724853515625, 180.40322875976562), (551.2320556640625, 181.4400177001953)]","[(555.724853515625, 176.2560272216797), (549.5040893554688, 176.2560272216797)]","[(555.724853515625, 174.1824188232422), (549.5040893554688, 174.1824188232422)]",
422,,,,,,,,,,"[(508.0320739746094, 196.99203491210938), (497.6640625, 196.99203491210938)]","[(505.9584655761719, 196.99203491210938), (495.5904846191406, 196.99203491210938)]","[(503.8848571777344, 194.91842651367188), (487.7108459472656, 196.57733154296875)]",,,
423,,,,,,,,,,"[(465.3159484863281, 87.09121704101562), (458.2656555175781, 87.0912094116211)]","[(465.3159484863281, 84.60289764404297), (456.19207763671875, 85.01760864257812)]",,,,
424,,,,,,,,,,"[(418.0378723144531, 184.13572692871094), (408.0845642089844, 184.13572692871094)]","[(413.06121826171875, 184.13572692871094), (403.1079406738281, 184.13572692871094)]",,,,
425,,,,,,,,,,"[(196.57733154296875, 124.41603088378906), (176.67076110839844, 124.41603088378906)]","[(176.67076110839844, 121.9277114868164), (156.76419067382812, 121.9277114868164)]","[(154.27587890625, 116.95106506347656), (131.88099670410156, 116.95106506347656)]",,,
426,,,,,,,,,,"[(179.15908813476562, 223.9488525390625), (156.76419067382812, 223.9488525390625)]","[(158.2572021484375, 223.9488525390625), (137.3553009033203, 223.9488525390625)]",,,,
427,,,,,,,,,,"[(515.0823364257812, 189.11236572265625), (504.6314392089844, 188.11703491210938)]","[(515.0823364257812, 189.11236572265625), (505.12908935546875, 189.11236572265625)]","[(512.5940551757812, 186.62403869628906), (504.6314392089844, 188.11703491210938)]","[(512.5940551757812, 184.13572692871094), (501.64544677734375, 182.14508056640625)]",,
428,,,,,,,,,,"[(316.514404296875, 244.8507537841797), (292.62652587890625, 244.8507537841797)]","[(298.5984802246094, 250.82272338867188), (268.7386474609375, 250.82272338867188)]",,,,
429,,,,,,,,,,"[(495.6734619140625, 176.173095703125), (486.71551513671875, 176.173095703125)]","[(492.6875, 176.173095703125), (486.71551513671875, 176.173095703125)]",,,,
430,,,,,,,,,,"[(125.41136169433594, 182.14508056640625), (104.50946807861328, 181.64739990234375)]","[(98.5374984741211, 182.14508056640625), (76.72321319580078, 182.47682189941406)]",,,,
431,,,,,,,,,,"[(418.0378723144531, 182.14508056640625), (409.0799255371094, 182.14508056640625)]","[(415.0518798828125, 182.14508056640625), (406.09393310546875, 182.14508056640625)]",,,,
432,,,,,,,,,,"[(494.4790954589844, 175.57591247558594), (483.72955322265625, 175.57591247558594)]","[(490.8959045410156, 175.57591247558594), (483.72955322265625, 175.57591247558594)]","[(490.8959045410156, 171.99273681640625), (483.72955322265625, 173.18711853027344)]","[(487.312744140625, 168.4095458984375), (480.1463623046875, 168.4095458984375)]",,
433,,,,,,,,,,,"[(365.0, 121.0), (355.0, 121.0)]","[(360.0, 118.0), (353.0, 117.0)]","[(354.0, 113.0), (344.0, 113.0)]","[(348.0, 109.0), (337.0, 109.0)]","[(343.0, 110.0), (332.0, 110.0)]"
434,,,,,,,,,,,"[(287.0, 52.0), (271.0, 52.0)]","[(275.0, 45.0), (258.0, 45.0)]",,,
435,,,,,,,,,,,"[(546.0, 161.0), (543.0, 161.0)]","[(546.0, 158.0), (541.2000122070312, 159.60000610351562)]",,,
436,,,,,,,,,,,"[(556.0, 155.0), (550.800048828125, 154.8000030517578)]","[(556.0, 152.0), (552.0, 151.0)]",,,
437,,,,,,,,,,,"[(673.0, 144.0), (668.0, 143.0)]","[(675.0, 140.0), (669.0, 140.0)]","[(676.0, 136.0), (671.0, 135.0)]","[(678.0, 134.0), (672.0, 133.0)]","[(680.0, 136.0), (674.0, 136.0)]"
438,,,,,,,,,,,"[(174.0, 121.0), (153.0, 121.0)]","[(151.0, 116.0), (129.60000610351562, 116.64000701904297)]",,,
439,,,,,,,,,,,"[(788.4000244140625, 147.60000610351562), (775.0, 148.0)]","[(795.6000366210938, 144.0), (781.0, 144.0)]",,,
440,,,,,,,,,,,"[(781.2000122070312, 130.8000030517578), (751.6800537109375, 131.04000854492188)]","[(788.4000244140625, 126.00000762939453), (772.4160766601562, 124.416015625)]",,,
441,,,,,,,,,,,"[(538.800048828125, 177.60000610351562), (534.0, 177.60000610351562)]","[(538.800048828125, 175.20001220703125), (535.2000122070312, 175.20001220703125)]",,,
442,,,,,,,,,,,"[(518.4000244140625, 188.40000915527344), (508.8000183105469, 188.40000915527344)]","[(517.2000122070312, 186.0), (507.6000061035156, 186.0)]",,,
443,,,,,,,,,,,"[(795.6000366210938, 142.8000030517578), (780.0, 142.0)]","[(802.800048828125, 138.0), (788.4000244140625, 138.0)]",,,
444,,,,,,,,,,,"[(180.0, 83.52000427246094), (158.97601318359375, 82.94400787353516)]","[(363.6000061035156, 118.80000305175781), (354.0, 118.80000305175781)]",,,
445,,,,,,,,,,,"[(331.20001220703125, 230.40000915527344), (303.84002685546875, 230.40000915527344)]","[(312.4800109863281, 231.8400115966797), (282.2400207519531, 231.8400115966797)]",,,
446,,,,,,,,,,,"[(295.20001220703125, 252.00001525878906), (266.4000244140625, 252.00001525878906)]","[(273.0240173339844, 255.7440185546875), (241.92002868652344, 255.7440185546875)]","[(245.3760223388672, 259.20001220703125), (212.5440216064453, 259.20001220703125)]",,
447,,,,,,,,,,,"[(768.9600219726562, 144.0), (748.800048828125, 144.0)]","[(777.6000366210938, 139.6800079345703), (756.0, 139.6800079345703)]",,,
448,,,,,,,,,,,"[(439.20001220703125, 156.9600067138672), (430.5600280761719, 156.9600067138672)]","[(436.32000732421875, 154.0800018310547), (427.6800231933594, 154.0800018310547)]",,,
449,,,,,,,,,,,"[(298.94403076171875, 266.1120300292969), (269.5680236816406, 266.1120300292969)]","[(276.48004150390625, 271.2960205078125), (245.3760223388672, 269.5680236816406)]",,,
450,,,,,,,,,,,"[(793.152099609375, 103.68000793457031), (779.0, 105.0)]","[(800.6400146484375, 97.92000579833984), (786.2400512695312, 97.92000579833984)]",,,
451,,,,,,,,,,,"[(179.71202087402344, 76.0320053100586), (158.97601318359375, 76.0320053100586)]","[(155.52001953125, 69.12001037597656), (134.7840118408203, 68.4288101196289)]",,,
452,,,,,,,,,,,"[(179.71202087402344, 82.94400787353516), (158.97601318359375, 82.94400787353516)]","[(158.97601318359375, 76.0320053100586), (134.7840118408203, 76.72321319580078)]",,,
453,,,,,,,,,,,"[(276.48004150390625, 67.39200592041016), (260.92803955078125, 67.39200592041016)]","[(264.384033203125, 60.48000717163086), (247.10401916503906, 60.48000717163086)]",,,
454,,,,,,,,,,,"[(673.9201049804688, 153.44642639160156), (669.7728881835938, 153.44642639160156)]","[(678.0673217773438, 149.29922485351562), (671.8465576171875, 149.2992401123047)]","[(678.0673217773438, 145.1520233154297), (671.8464965820312, 145.1520233154297)]","[(680.140869140625, 143.0784149169922), (673.9201049804688, 143.0784149169922)]","[(682.2144775390625, 145.1520233154297), (675.9937133789062, 145.1520233154297)]"
455,,,,,,,,,,,"[(306.8928527832031, 255.05284118652344), (277.8624267578125, 255.05284118652344)]","[(286.1568603515625, 258.78533935546875), (256.2970275878906, 258.78533935546875)]","[(261.2736511230469, 261.2736511230469), (226.93484497070312, 262.76666259765625)]","[(229.92083740234375, 268.7386474609375), (194.08901977539062, 268.7386474609375)]",
456,,,,,,,,,,,"[(284.083251953125, 95.38561248779297), (267.49444580078125, 95.38561248779297)]","[(271.6416320800781, 91.23841094970703), (255.05284118652344, 91.23841094970703)]",,,
457,,,,,,,,,,,"[(507.6174011230469, 196.57733154296875), (495.5904846191406, 196.99203491210938)]","[(503.8848571777344, 194.91842651367188), (487.7108459472656, 196.57733154296875)]",,,
458,,,,,,,,,,,"[(306.0634460449219, 253.80870056152344), (277.8624267578125, 255.05284118652344)]","[(286.1568603515625, 258.78533935546875), (256.2970275878906, 258.78533935546875)]",,,
459,,,,,,,,,,,"[(783.8209838867188, 102.0211410522461), (763.9144287109375, 102.0211410522461)]","[(791.2859497070312, 94.55618286132812), (770.3840942382812, 92.5655288696289)]",,,
460,,,,,,,,,,,"[(674.3348999023438, 146.8109130859375), (669.3582153320312, 146.8109130859375)]","[(673.9201049804688, 141.00482177734375), (667.6992797851562, 141.00482177734375)]",,,
461,,,,,,,,,,,"[(437.9444274902344, 119.43939208984375), (430.4794616699219, 119.43939208984375)]","[(435.45611572265625, 114.4627456665039), (425.5028076171875, 114.4627456665039)]",,,
462,,,,,,,,,,,"[(513.58935546875, 188.11703491210938), (504.6314392089844, 188.11703491210938)]","[(513.58935546875, 188.11703491210938), (504.6314392089844, 188.11703491210938)]","[(510.6033935546875, 182.14508056640625), (501.64544677734375, 182.14508056640625)]",,
463,,,,,,,,,,,"[(683.79052734375, 95.551513671875), (677.8185424804688, 95.551513671875)]","[(686.7764892578125, 92.5655288696289), (679.3115234375, 92.06786346435547)]",,,
464,,,,,,,,,,,"[(307.5564270019531, 140.34127807617188), (286.654541015625, 140.34127807617188)]","[(292.62652587890625, 137.3553009033203), (271.724609375, 137.3553009033203)]",,,
465,,,,,,,,,,,"[(673.63818359375, 146.91046142578125), (670.0549926757812, 146.91046142578125)]","[(677.2213745117188, 143.3272705078125), (670.0549926757812, 143.3272705078125)]",,,
466,,,,,,,,,,,"[(179.15908813476562, 121.82818603515625), (157.66000366210938, 121.82818603515625)]","[(157.66000366210938, 118.24500274658203), (136.16090393066406, 118.24500274658203)]",,,
467,,,,,,,,,,,"[(512.39501953125, 168.4095458984375), (508.81182861328125, 168.4095458984375)]","[(512.39501953125, 164.8263702392578), (508.81182861328125, 164.8263702392578)]","[(512.39501953125, 161.24317932128906), (505.2286376953125, 161.24317932128906)]",,
468,,,,,,,,,,,"[(419.2322692871094, 136.16090393066406), (415.64910888671875, 136.16090393066406)]","[(415.64910888671875, 132.57772827148438), (404.8995361328125, 132.57772827148438)]",,,
469,,,,,,,,,,,,"[(513.0, 159.0), (506.0, 159.0)]","[(512.0, 156.0), (505.0, 155.0)]","[(510.0, 154.0), (504.0, 154.0)]",
470,,,,,,,,,,,,"[(361.0, 120.0), (351.0, 120.0)]","[(354.0, 115.0), (344.0, 115.0)]",,
471,,,,,,,,,,,,"[(801.0, 99.0), (787.0, 99.0)]","[(811.0, 93.0), (795.0, 93.0)]",,
472,,,,,,,,,,,,"[(439.0, 154.0), (431.0, 154.0)]","[(436.0, 150.0), (428.0, 150.0)]",,
473,,,,,,,,,,,,"[(518.0, 186.0), (509.0, 186.0)]","[(516.0, 183.0), (507.0, 183.0)]","[(515.0, 181.0), (505.0, 181.0)]",
474,,,,,,,,,,,,"[(364.0, 119.0), (354.0, 119.0)]","[(359.0, 115.0), (348.0, 115.0)]","[(353.0, 111.0), (326.0, 110.0)]","[(348.0, 112.0), (336.0, 113.0)]"
475,,,,,,,,,,,,"[(436.0, 66.0), (430.0, 67.0)]","[(433.0, 62.0), (428.4000244140625, 61.20000076293945)]",,
476,,,,,,,,,,,,"[(442.0, 203.0), (423.0, 203.0)]","[(434.0, 201.0), (414.0, 201.0)]",,
477,,,,,,,,,,,,"[(776.0, 87.0), (755.0, 87.0)]","[(786.0, 81.0), (764.0, 81.0)]",,
478,,,,,,,,,,,,"[(558.0, 157.0), (554.0, 157.0)]","[(558.0, 153.0), (554.0, 153.0)]","[(558.0, 151.0), (554.0, 151.0)]","[(559.0, 153.0), (555.0, 153.0)]"
479,,,,,,,,,,,,"[(265.0, 59.0), (248.0, 59.0)]","[(250.0, 51.0), (232.8000030517578, 51.60000228881836)]",,
480,,,,,,,,,,,,"[(272.0, 258.0), (242.0, 257.0)]","[(246.0, 261.0), (213.0, 261.0)]",,
481,,,,,,,,,,,,"[(554.4000244140625, 152.40000915527344), (550.800048828125, 151.20001220703125)]","[(554.4000244140625, 148.8000030517578), (550.800048828125, 147.60000610351562)]","[(554.4000244140625, 146.40000915527344), (550.800048828125, 145.20001220703125)]","[(555.6000366210938, 148.8000030517578), (551.52001953125, 148.32000732421875)]"
482,,,,,,,,,,,,"[(675.6000366210938, 140.40000915527344), (669.6000366210938, 140.40000915527344)]","[(676.800048828125, 135.60000610351562), (670.800048828125, 135.60000610351562)]",,
483,,,,,,,,,,,,"[(276.0, 253.20001220703125), (244.8000030517578, 253.20001220703125)]","[(249.60000610351562, 255.60000610351562), (217.20001220703125, 255.60000610351562)]","[(220.32000732421875, 262.08001708984375), (184.32000732421875, 260.6400146484375)]","[(186.6240234375, 273.0240173339844), (145.15200805664062, 273.0240173339844)]"
484,,,,,,,,,,,,"[(336.0, 236.40000915527344), (310.8000183105469, 236.40000915527344)]","[(318.2400207519531, 237.60000610351562), (290.8800048828125, 237.60000610351562)]",,
485,,,,,,,,,,,,"[(142.8000030517578, 163.20001220703125), (120.00000762939453, 163.20001220703125)]","[(116.4000015258789, 159.60000610351562), (92.4000015258789, 159.60000610351562)]",,
486,,,,,,,,,,,,"[(151.20001220703125, 116.4000015258789), (129.60000610351562, 116.64000701904297)]","[(126.00000762939453, 110.4000015258789), (103.20000457763672, 110.4000015258789)]","[(97.92000579833984, 103.68000793457031), (73.44000244140625, 103.68000793457031)]","[(67.68000030517578, 100.80000305175781), (42.0, 102.00000762939453)]"
487,,,,,,,,,,,,"[(558.0, 156.0), (554.4000244140625, 155.52000427246094)]","[(558.0, 152.40000915527344), (554.4000244140625, 152.40000915527344)]","[(558.0, 150.0), (554.4000244140625, 149.760009765625)]","[(558.0, 153.60000610351562), (554.4000244140625, 153.60000610351562)]"
488,,,,,,,,,,,,"[(362.8800048828125, 118.08000183105469), (352.8000183105469, 118.08000183105469)]","[(354.2400207519531, 113.76000213623047), (343.20001220703125, 112.80000305175781)]","[(348.4800109863281, 109.44000244140625), (338.4000244140625, 109.44000244140625)]",
489,,,,,,,,,,,,"[(276.4800109863281, 253.44000244140625), (246.24000549316406, 253.44000244140625)]","[(250.5600128173828, 256.32000732421875), (217.44000244140625, 256.32000732421875)]",,
490,,,,,,,,,,,,"[(676.800048828125, 149.760009765625), (671.0400390625, 149.760009765625)]","[(676.800048828125, 145.20001220703125), (670.800048828125, 145.20001220703125)]",,
491,,,,,,,,,,,,"[(349.9200134277344, 118.08000183105469), (342.0, 117.60000610351562)]","[(344.1600036621094, 113.76000213623047), (336.0, 112.80000305175781)]",,
492,,,,,,,,,,,,"[(152.63999938964844, 116.64000701904297), (129.60000610351562, 116.64000701904297)]","[(126.14401245117188, 110.59201049804688), (103.68000793457031, 110.59201049804688)]",,
493,,,,,,,,,,,,"[(158.40000915527344, 136.8000030517578), (136.8000030517578, 136.8000030517578)]","[(133.9199981689453, 132.48001098632812), (111.60000610351562, 132.0)]","[(106.56000518798828, 126.72000122070312), (83.52000427246094, 128.16000366210938)]","[(77.76000213623047, 126.72000122070312), (53.28000259399414, 126.72000122070312)]"
494,,,,,,,,,,,,"[(516.9600219726562, 187.20001220703125), (508.32000732421875, 187.20001220703125)]","[(515.52001953125, 184.32000732421875), (505.4400329589844, 182.8800048828125)]",,
495,,,,,,,,,,,,"[(677.3760375976562, 150.3360137939453), (670.4640502929688, 150.3360137939453)]","[(677.3760375976562, 146.88002014160156), (673.9200439453125, 145.15200805664062)]",,
496,,,,,,,,,,,,"[(800.0640869140625, 98.49600982666016), (787.0, 99.0)]","[(811.0, 93.0), (795.0, 93.0)]",,
497,,,,,,,,,,,,"[(283.39202880859375, 269.5680236816406), (252.28802490234375, 269.5680236816406)]","[(257.4720153808594, 274.75201416015625), (224.6400146484375, 273.0240173339844)]",,
498,,,,,,,,,,,,"[(158.97601318359375, 138.24002075195312), (136.5120086669922, 138.24002075195312)]","[(133.05601501464844, 133.05601501464844), (110.59201049804688, 133.05601501464844)]","[(107.1360092163086, 127.87200927734375), (82.94400787353516, 127.87200927734375)]",
499,,,,,,,,,,,,"[(449.280029296875, 119.23200988769531), (441.6768493652344, 120.26881408691406)]","[(445.8240661621094, 114.04801940917969), (440.4327392578125, 114.4627456665039)]","[(445.8240661621094, 111.97441864013672), (437.5296630859375, 111.97441864013672)]",
500,,,,,,,,,,,,"[(158.97601318359375, 133.05601501464844), (138.24002075195312, 133.05601501464844)]","[(134.7840118408203, 127.87200927734375), (112.32000732421875, 127.87200927734375)]",,
501,,,,,,,,,,,,"[(277.8624267578125, 252.97923278808594), (245.3760223388672, 254.01602172851562)]","[(250.9056396484375, 257.1264343261719), (217.72802734375, 257.4720153808594)]",,
502,,,,,,,,,,,,"[(433.3824462890625, 116.12161254882812), (425.08807373046875, 116.12161254882812)]","[(431.3088684082031, 111.97441864013672), (423.01446533203125, 111.97441864013672)]",,
503,,,,,,,,,,,,"[(159.66722106933594, 136.8576202392578), (136.8576202392578, 136.8576202392578)]","[(134.7840118408203, 132.71041870117188), (114.04801940917969, 132.71041870117188)]",,
504,,,,,,,,,,,,"[(450.3860168457031, 119.43939208984375), (442.9210510253906, 119.43939208984375)]","[(447.897705078125, 114.4627456665039), (440.4327392578125, 114.4627456665039)]","[(445.4093933105469, 111.97442626953125), (437.9444274902344, 111.97442626953125)]",
505,,,,,,,,,,,,"[(677.8185424804688, 146.31326293945312), (671.8465576171875, 146.31326293945312)]","[(677.8185424804688, 140.34127807617188), (671.8465576171875, 140.34127807617188)]","[(680.8045654296875, 140.34127807617188), (674.8325805664062, 140.34127807617188)]","[(683.79052734375, 140.34127807617188), (677.8185424804688, 140.34127807617188)]"
506,,,,,,,,,,,,"[(441.9257507324219, 116.45340728759766), (432.9678039550781, 116.45340728759766)]","[(438.93975830078125, 113.46742248535156), (429.9818115234375, 113.46742248535156)]","[(435.95379638671875, 110.48143768310547), (426.9958190917969, 110.48143768310547)]","[(432.9678039550781, 110.48143768310547), (426.9958190917969, 110.48143768310547)]"
507,,,,,,,,,,,,"[(412.06591796875, 179.15908813476562), (401.3163757324219, 179.15908813476562)]","[(404.8995361328125, 179.15908813476562), (394.1499938964844, 179.15908813476562)]",,
508,,,,,,,,,,,,,"[(134.0, 131.0), (111.60000610351562, 132.0)]","[(106.80000305175781, 127.20000457763672), (82.80000305175781, 127.20000457763672)]",
509,,,,,,,,,,,,,"[(767.0, 95.0), (743.0, 95.0)]","[(778.0, 91.0), (753.0, 91.0)]",
510,,,,,,,,,,,,,"[(464.0, 153.0), (457.0, 153.0)]","[(462.0, 151.0), (455.0, 151.0)]",
511,,,,,,,,,,,,,"[(686.0, 177.0), (676.0, 177.0)]","[(689.0, 175.0), (678.0, 176.0)]",
512,,,,,,,,,,,,,"[(347.0, 115.0), (344.0, 113.0)]","[(341.0, 110.0), (331.0, 110.0)]",
513,,,,,,,,,,,,,"[(125.0, 110.0), (103.0, 110.0)]","[(97.20000457763672, 103.20000457763672), (74.30400848388672, 103.68000793457031)]","[(67.20000457763672, 100.80000305175781), (42.0, 102.00000762939453)]"
514,,,,,,,,,,,,,"[(789.6000366210938, 121.20000457763672), (768.9600219726562, 120.96000671386719)]","[(801.6000366210938, 118.80000305175781), (779.0400390625, 118.08000183105469)]",
515,,,,,,,,,,,,,"[(688.800048828125, 98.4000015258789), (682.0, 98.0)]","[(691.2000122070312, 96.4800033569336), (684.0, 96.0)]",
516,,,,,,,,,,,,,"[(354.0, 112.80000305175781), (343.20001220703125, 112.80000305175781)]","[(348.0, 109.20000457763672), (337.20001220703125, 109.20000457763672)]","[(344.1600036621094, 110.8800048828125), (332.6400146484375, 110.8800048828125)]"
517,,,,,,,,,,,,,"[(343.20001220703125, 112.80000305175781), (332.4000244140625, 112.80000305175781)]","[(337.20001220703125, 109.20000457763672), (330.0, 109.20000457763672)]",
518,,,,,,,,,,,,,"[(255.60000610351562, 259.20001220703125), (222.00001525878906, 259.20001220703125)]","[(225.60000610351562, 265.20001220703125), (189.60000610351562, 265.20001220703125)]","[(190.8000030517578, 277.20001220703125), (151.20001220703125, 277.20001220703125)]"
519,,,,,,,,,,,,,"[(416.4000244140625, 147.60000610351562), (407.52001953125, 148.32000732421875)]","[(411.6000061035156, 145.20001220703125), (402.0000305175781, 145.20001220703125)]","[(408.0000305175781, 147.60000610351562), (397.20001220703125, 147.60000610351562)]"
520,,,,,,,,,,,,,"[(516.0, 183.60000610351562), (506.4000244140625, 183.60000610351562)]","[(514.800048828125, 182.40000915527344), (504.0000305175781, 181.20001220703125)]","[(512.4000244140625, 184.8000030517578), (502.8000183105469, 184.8000030517578)]"
521,,,,,,,,,,,,,"[(133.20001220703125, 130.8000030517578), (111.60000610351562, 132.0)]","[(106.56000518798828, 126.72000122070312), (83.52000427246094, 128.16000366210938)]",
522,,,,,,,,,,,,,"[(434.4000244140625, 61.20000076293945), (429.1200256347656, 61.92000198364258)]","[(432.0000305175781, 58.80000305175781), (426.0000305175781, 58.80000305175781)]",
523,,,,,,,,,,,,,"[(546.0, 158.40000915527344), (541.2000122070312, 157.20001220703125)]","[(546.0, 156.0), (541.2000122070312, 156.0)]","[(546.0, 158.40000915527344), (542.4000244140625, 157.20001220703125)]"
524,,,,,,,,,,,,,"[(125.2800064086914, 109.44000244140625), (103.20000457763672, 110.4000015258789)]","[(97.92000579833984, 103.68000793457031), (73.44000244140625, 103.68000793457031)]",
525,,,,,,,,,,,,,"[(787.6800537109375, 139.6800079345703), (767.2321166992188, 141.00482177734375)]","[(799.2000122070312, 136.8000030517578), (777.60009765625, 136.8576202392578)]","[(812.4000244140625, 139.20001220703125), (787.2000122070312, 139.20001220703125)]"
